id_sv,id_cc,ngoai_ngu,code_ngoai_ngu,loai_cc,diem_cc,diem_quy_doi_THPT
11502722080,CC220,Tiếng Pháp,N3,IELTS,5.9,8.4
40861959338,CC221,Tiếng Pháp,N2,JLPT,5.3,8.0
95833447830,CC222,Tiếng Nhật,N2,JLPT,5.3,8.7
79509710002,CC223,Tiếng Nhật,N1,IELTS,8.6,8.6
52676978020,CC224,Tiếng Anh,N1,JLPT,6.2,8.1
72609206302,CC225,Tiếng Anh,N1,JLPT,5.5,9.3
20020081570,CC226,Tiếng Pháp,N3,TOEFL,5.9,9.9
45378654077,CC227,Tiếng Nhật,N1,JLPT,4.8,9.7
15736944266,CC228,Tiếng Nhật,N3,JLPT,7.3,9.3
30605452965,CC229,Tiếng Pháp,N2,JLPT,7.1,9.4
46012307980,CC230,Tiếng Pháp,N1,JLPT,6.3,8.3
72546840234,CC231,Tiếng Nhật,N3,IELTS,7.3,8.3
11972547286,CC232,Tiếng Anh,N3,IELTS,8.3,8.1
50645852207,CC233,Tiếng Nhật,N2,IELTS,8.6,9.3
68346136074,CC234,Tiếng Pháp,N1,TOEFL,5.1,8.9
11856261378,CC235,Tiếng Pháp,N1,TOEFL,7.3,9.1
24841388920,CC236,Tiếng Nhật,N3,JLPT,6.5,8.7
40183626283,CC237,Tiếng Pháp,N3,JLPT,7.4,9.6
85047961019,CC238,Tiếng Anh,N1,TOEFL,8.8,9.3
75182648876,CC239,Tiếng Pháp,N1,JLPT,8.0,9.0
59372141586,CC240,Tiếng Nhật,N2,JLPT,7.7,8.8
82094285742,CC241,Tiếng Anh,N2,IELTS,6.8,8.3
64777469920,CC242,Tiếng Anh,N3,JLPT,7.5,9.5
15209727716,CC243,Tiếng Anh,N2,IELTS,7.5,9.8
37422103001,CC244,Tiếng Anh,N2,TOEFL,6.1,9.8
30830595656,CC245,Tiếng Anh,N2,TOEFL,6.9,9.9
39264283798,CC246,Tiếng Pháp,N2,JLPT,6.3,9.2
89938427078,CC247,Tiếng Nhật,N3,IELTS,6.5,9.3
84084847583,CC248,Tiếng Anh,N2,TOEFL,6.2,9.6
78436387397,CC249,Tiếng Anh,N2,TOEFL,4.0,8.6
57176190402,CC250,Tiếng Nhật,N2,TOEFL,4.5,9.8
63282106753,CC251,Tiếng Nhật,N3,IELTS,6.9,9.6
51761890634,CC252,Tiếng Anh,N3,JLPT,4.3,8.3
11566633971,CC253,Tiếng Pháp,N3,TOEFL,5.9,9.1
87139258762,CC254,Tiếng Nhật,N3,JLPT,8.4,9.4
36109254701,CC255,Tiếng Pháp,N1,IELTS,8.3,8.5
16781734016,CC256,Tiếng Anh,N3,IELTS,7.8,9.7
33962700995,CC257,Tiếng Pháp,N3,TOEFL,5.5,9.4
50877369785,CC258,Tiếng Pháp,N2,IELTS,8.2,9.3
28803078827,CC259,Tiếng Pháp,N1,IELTS,8.4,9.9
19294157009,CC260,Tiếng Nhật,N3,IELTS,4.7,9.3
56451155049,CC261,Tiếng Pháp,N3,IELTS,5.1,9.9
80001412041,CC262,Tiếng Pháp,N2,JLPT,4.0,9.8
73906628569,CC263,Tiếng Nhật,N1,JLPT,4.0,9.1
39314880737,CC264,Tiếng Anh,N2,JLPT,8.0,9.2
65942006161,CC265,Tiếng Nhật,N2,TOEFL,5.7,8.7
60224183792,CC266,Tiếng Nhật,N2,IELTS,6.0,9.1
50217014524,CC267,Tiếng Pháp,N1,JLPT,4.8,9.1
22535888936,CC268,Tiếng Nhật,N2,TOEFL,5.9,9.1
97806594070,CC269,Tiếng Nhật,N3,TOEFL,8.4,9.8
72153979868,CC270,Tiếng Anh,N2,IELTS,7.9,8.2
70442688251,CC271,Tiếng Anh,N1,IELTS,6.7,9.8
20826357769,CC272,Tiếng Anh,N3,JLPT,4.1,8.2
23990410557,CC273,Tiếng Pháp,N2,IELTS,8.8,9.5
35068695214,CC274,Tiếng Pháp,N1,IELTS,4.8,9.5
11781706081,CC275,Tiếng Anh,N1,JLPT,5.9,9.8
91851146669,CC276,Tiếng Pháp,N2,TOEFL,7.6,8.2
51521329817,CC277,Tiếng Nhật,N2,TOEFL,7.3,9.7
58804189179,CC278,Tiếng Nhật,N2,JLPT,6.8,9.2
17534434070,CC279,Tiếng Anh,N2,IELTS,6.1,8.5
67813807196,CC280,Tiếng Anh,N3,IELTS,6.5,8.3
96562122514,CC281,Tiếng Pháp,N3,TOEFL,5.2,8.2
46244288754,CC282,Tiếng Nhật,N1,TOEFL,7.8,8.3
26413916786,CC283,Tiếng Nhật,N1,IELTS,7.4,8.7
93248770474,CC284,Tiếng Anh,N3,JLPT,4.7,9.1
56267702100,CC285,Tiếng Pháp,N1,IELTS,4.1,8.8
68994922872,CC286,Tiếng Anh,N2,JLPT,7.4,9.2
19521270949,CC287,Tiếng Anh,N1,IELTS,8.6,8.6
72239265541,CC288,Tiếng Anh,N2,TOEFL,8.7,9.4
74568576190,CC289,Tiếng Anh,N2,TOEFL,8.7,9.0
64884568761,CC290,Tiếng Nhật,N2,JLPT,7.3,8.6
24192571513,CC291,Tiếng Nhật,N1,JLPT,7.7,8.9
86291922028,CC292,Tiếng Nhật,N1,IELTS,4.1,9.4
99889196185,CC293,Tiếng Pháp,N3,TOEFL,5.9,9.2
92593842737,CC294,Tiếng Nhật,N2,TOEFL,5.1,9.9
24600812083,CC295,Tiếng Nhật,N1,JLPT,7.6,9.1
15520030766,CC296,Tiếng Pháp,N3,IELTS,5.1,8.1
21800704804,CC297,Tiếng Nhật,N2,IELTS,4.4,9.3
16131189799,CC298,Tiếng Nhật,N2,JLPT,8.7,8.9
11528003253,CC299,Tiếng Pháp,N3,JLPT,4.9,8.3
71756744981,CC300,Tiếng Anh,N1,TOEFL,4.2,8.8
82476159370,CC301,Tiếng Pháp,N3,TOEFL,7.1,8.2
78840033747,CC302,Tiếng Pháp,N3,IELTS,6.8,8.7
99375586543,CC303,Tiếng Anh,N3,TOEFL,6.0,9.2
89161753715,CC304,Tiếng Pháp,N2,TOEFL,8.7,9.9
76060650867,CC305,Tiếng Pháp,N3,IELTS,7.1,9.6
43228907388,CC306,Tiếng Pháp,N2,TOEFL,4.2,9.4
36271238367,CC307,Tiếng Anh,N2,TOEFL,6.0,9.2
79125860574,CC308,Tiếng Anh,N2,IELTS,8.9,9.5
33157332544,CC309,Tiếng Nhật,N1,JLPT,5.8,8.2
83067941996,CC310,Tiếng Nhật,N3,JLPT,7.1,8.8
57922101558,CC311,Tiếng Nhật,N2,IELTS,6.5,9.4
71502797642,CC312,Tiếng Pháp,N2,IELTS,4.8,8.5
22641265906,CC313,Tiếng Nhật,N3,IELTS,7.7,10.0
56162931201,CC314,Tiếng Pháp,N1,IELTS,5.9,8.1
46915154784,CC315,Tiếng Nhật,N1,JLPT,8.1,8.1
26862501546,CC316,Tiếng Anh,N1,JLPT,8.4,9.7
45495789997,CC317,Tiếng Nhật,N2,JLPT,7.5,9.3
14465710502,CC318,Tiếng Anh,N1,JLPT,6.9,9.8
84423628761,CC319,Tiếng Nhật,N2,IELTS,6.2,9.0
86615962553,CC320,Tiếng Anh,N3,IELTS,5.2,8.9
85904516836,CC321,Tiếng Pháp,N2,IELTS,6.8,8.3
14655632835,CC322,Tiếng Pháp,N3,IELTS,6.5,8.1
63631212428,CC323,Tiếng Nhật,N3,IELTS,7.5,9.4
22864451278,CC324,Tiếng Nhật,N2,IELTS,5.1,8.3
39901016618,CC325,Tiếng Anh,N1,TOEFL,7.0,8.5
33734296516,CC326,Tiếng Anh,N2,TOEFL,8.5,8.6
60648289363,CC327,Tiếng Pháp,N3,JLPT,6.3,9.7
33029569726,CC328,Tiếng Pháp,N2,IELTS,6.2,8.4
31171096630,CC329,Tiếng Anh,N2,TOEFL,5.8,8.9
96895199848,CC330,Tiếng Nhật,N3,TOEFL,5.9,9.5
97412580883,CC331,Tiếng Nhật,N1,TOEFL,7.8,9.2
70252661582,CC332,Tiếng Pháp,N3,IELTS,7.2,9.3
65466401536,CC333,Tiếng Pháp,N3,IELTS,4.7,9.2
50176383887,CC334,Tiếng Anh,N3,IELTS,6.1,9.0
76234187773,CC335,Tiếng Nhật,N2,JLPT,8.9,10.0
40617534991,CC336,Tiếng Pháp,N2,TOEFL,5.7,8.9
55542838864,CC337,Tiếng Anh,N1,JLPT,4.5,9.3
27651917616,CC338,Tiếng Pháp,N1,TOEFL,5.1,9.4
44756927901,CC339,Tiếng Nhật,N1,TOEFL,5.6,8.8
94662676906,CC340,Tiếng Nhật,N3,JLPT,5.0,9.0
59084098921,CC341,Tiếng Anh,N3,JLPT,5.9,8.4
40630705625,CC342,Tiếng Nhật,N3,IELTS,4.9,9.8
18493174226,CC343,Tiếng Pháp,N3,JLPT,7.7,9.1
82547093885,CC344,Tiếng Anh,N2,JLPT,6.3,8.6
24125901247,CC345,Tiếng Pháp,N2,TOEFL,8.8,9.1
44408298915,CC346,Tiếng Pháp,N3,IELTS,7.1,8.2
65138280318,CC347,Tiếng Nhật,N3,IELTS,4.6,9.0
11170731271,CC348,Tiếng Nhật,N1,IELTS,8.7,9.2
30647640687,CC349,Tiếng Anh,N2,TOEFL,4.6,8.7
63458510382,CC350,Tiếng Pháp,N3,JLPT,5.9,9.2
47064831513,CC351,Tiếng Anh,N3,IELTS,5.0,8.7
41520580903,CC352,Tiếng Anh,N3,JLPT,5.6,8.2
67061687409,CC353,Tiếng Nhật,N1,TOEFL,6.7,9.3
67665433475,CC354,Tiếng Pháp,N3,IELTS,6.1,8.3
83517932592,CC355,Tiếng Anh,N2,IELTS,7.0,8.4
88089443556,CC356,Tiếng Pháp,N3,JLPT,4.7,8.2
14974769582,CC357,Tiếng Anh,N1,IELTS,4.7,8.9
17988486762,CC358,Tiếng Anh,N2,JLPT,7.5,9.0
72622957918,CC359,Tiếng Anh,N2,JLPT,5.4,9.3
60416568995,CC360,Tiếng Pháp,N1,IELTS,4.6,8.4
79029862145,CC361,Tiếng Pháp,N2,IELTS,7.7,8.9
13880295558,CC362,Tiếng Pháp,N2,TOEFL,8.0,9.7
38228449377,CC363,Tiếng Pháp,N3,IELTS,5.3,8.3
16876639800,CC364,Tiếng Nhật,N2,JLPT,6.1,8.1
41646109506,CC365,Tiếng Nhật,N3,JLPT,7.2,8.6
12095139741,CC366,Tiếng Nhật,N1,TOEFL,8.9,9.3
30154523525,CC367,Tiếng Nhật,N3,TOEFL,8.7,9.4
64622570328,CC368,Tiếng Nhật,N3,JLPT,5.2,9.3
85895414507,CC369,Tiếng Anh,N2,TOEFL,8.3,9.3
74551051923,CC370,Tiếng Anh,N3,JLPT,7.4,8.4
50247635490,CC371,Tiếng Pháp,N2,TOEFL,8.6,8.9
42221510598,CC372,Tiếng Nhật,N2,IELTS,4.6,9.3
88713104602,CC373,Tiếng Nhật,N3,JLPT,5.6,8.3
29059361567,CC374,Tiếng Pháp,N1,JLPT,4.5,8.1
73338213515,CC375,Tiếng Pháp,N2,IELTS,5.4,9.7
52902148976,CC376,Tiếng Pháp,N2,JLPT,8.3,8.8
66458744803,CC377,Tiếng Pháp,N2,JLPT,8.1,8.0
57808844068,CC378,Tiếng Anh,N3,IELTS,6.6,9.4
16792749970,CC379,Tiếng Nhật,N2,IELTS,6.1,8.2
64325264310,CC380,Tiếng Nhật,N3,TOEFL,8.8,8.5
88233170486,CC381,Tiếng Nhật,N2,IELTS,5.6,9.9
19138777418,CC382,Tiếng Nhật,N2,TOEFL,7.0,9.3
33158823353,CC383,Tiếng Pháp,N3,JLPT,5.3,8.7
63642104252,CC384,Tiếng Nhật,N3,IELTS,6.4,8.4
18736313851,CC385,Tiếng Pháp,N3,IELTS,5.7,8.2
58838350338,CC386,Tiếng Anh,N2,IELTS,4.8,8.1
81721040530,CC387,Tiếng Nhật,N1,JLPT,7.7,8.5
89150177024,CC388,Tiếng Nhật,N3,IELTS,4.2,9.7
67109649382,CC389,Tiếng Nhật,N1,TOEFL,6.9,9.4
15226653866,CC390,Tiếng Pháp,N2,TOEFL,6.9,9.8
90897103059,CC391,Tiếng Anh,N2,TOEFL,6.6,9.7
22934981714,CC392,Tiếng Pháp,N3,JLPT,8.8,8.2
54040175677,CC393,Tiếng Pháp,N2,JLPT,5.2,8.4
82834872218,CC394,Tiếng Nhật,N3,TOEFL,7.8,8.7
33548540205,CC395,Tiếng Nhật,N3,JLPT,6.6,9.0
